Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
10743,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,806,0.384,0.002170
10743,GENETIC COUNSELING,368,0.384,0.000470
10743,Journal of Vibroengineering,388,0.384,0.001020
10743,M S-MEDECINE SCIENCES,591,0.384,0.000720
10748,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,128,0.383,0.000520
10748,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,"2,107",0.383,0.001590
10750,Asian Economic Papers,121,0.382,0.000310
10750,INTERNATIONAL JOURNAL OF HUMAN GENETICS,122,0.382,0.000180
10750,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,363,0.382,0.001210
10750,Zeitschrift fur Familienforschung,135,0.382,0.000410
10750,disP,88,0.382,0.000210
10755,International Journal of Occupational Safety and Ergonomics,428,0.381,0.000740
10755,Iranian Journal of Fuzzy Systems,154,0.381,0.000370
10755,Romanian Biotechnological Letters,452,0.381,0.000900
10755,SWEDISH DENTAL JOURNAL,600,0.381,0.000600
10759,International Journal of Law Crime and Justice,68,0.380,0.000170
10759,JOURNAL OF CONCHOLOGY,280,0.380,0.000260
10759,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,418,0.380,0.000290
10762,Chinese Management Studies,136,0.379,0.000210
10762,Communication and Critical-Cultural Studies,154,0.379,0.000550
10762,FREQUENZ,154,0.379,0.000300
10762,JOURNAL OF EMPLOYMENT COUNSELING,190,0.379,0.000290
10762,Journal of Moral Philosophy,123,0.379,0.000640
10762,Revista Espanola de Pedagogia,125,0.379,0.000070
10768,APPLIED ECONOMICS LETTERS,"1,515",0.378,0.003630
10768,EVOLUTION PSYCHIATRIQUE,193,0.378,0.000110
10768,Turkish Journal of Mathematics,315,0.378,0.001340
10771,Asian Journal of Communication,226,0.377,0.000540
10771,BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,176,0.377,0.000260
10771,Critical Discourse Studies,190,0.377,0.000900
10771,ENVIRONMENTAL HISTORY,247,0.377,0.000760
10771,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,268,0.377,0.000640
10771,JOURNAL OF POLYMER MATERIALS,199,0.377,0.000140
10771,TRACE ELEMENTS AND ELECTROLYTES,219,0.377,0.000110
10778,CIENCIA RURAL,"2,436",0.376,0.004520
10778,Ideggyogyaszati Szemle-Clinical Neuroscience,171,0.376,0.000180
10778,Industrial and Organizational Psychology-Perspectives on Science and Practice,609,0.376,0.002080
10778,NOVON,543,0.376,0.000590
10782,Avian Research,4,0.375,0.000010
10782,DISSOLUTION TECHNOLOGIES,283,0.375,0.000460
10782,INTEGRATED FERROELECTRICS,826,0.375,0.001100
10782,Journal of Comparative Germanic Linguistics,71,0.375,0.000220
10782,Journal of Forensic Psychology Practice,134,0.375,0.000330
10782,Journal of Hospitality Leisure Sport & Tourism Education,101,0.375,0.000180
10782,Journal of Risk,376,0.375,0.000370
10782,MAMMAL STUDY,225,0.375,0.000410
10782,PSYCHOANALYTIC QUARTERLY,549,0.375,0.000460
10782,Statistical Methods and Applications,184,0.375,0.000740
10782,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,185,0.375,0.000420
10793,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,596,0.373,0.000940
10793,Computer Law & Security Review,202,0.373,0.000630
10793,FIBER AND INTEGRATED OPTICS,181,0.373,0.000230
10793,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,253,0.373,0.000670
10793,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,735,0.373,0.000920
10793,JOURNAL OF VALUE INQUIRY,161,0.373,0.000230
10793,Lexikos,82,0.373,0.000160
10793,ORTHOPADE,"1,043",0.373,0.001100
10793,REVIEW OF RADICAL POLITICAL ECONOMICS,281,0.373,0.000600
10793,TECHNOLOGY REVIEW,333,0.373,0.000360
10803,FRESENIUS ENVIRONMENTAL BULLETIN,"1,866",0.372,0.002430
10803,International Journal of Civil Engineering,211,0.372,0.000480
10803,Nuclear Technology & Radiation Protection,122,0.372,0.000450
10803,Psychologie Francaise,106,0.372,0.000180
10807,GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,51,0.371,0.000020
10807,Hiroshima Mathematical Journal,281,0.371,0.000300
10807,Indian Journal of Traditional Knowledge,685,0.371,0.000780
10807,Zeitschrift fur Neuropsychologie,69,0.371,0.000080
10811,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,347,0.370,0.000930
10811,Comptabilite Controle Audit,72,0.370,0.000050
10811,Computational and Mathematical Organization Theory,335,0.370,0.000400
10811,Computational and Mathematical Organization Theory,335,0.370,0.000400
10811,NATURAL RESOURCE MODELING,314,0.370,0.000550
10811,Revista de Historia Economica,187,0.370,0.000400
10817,PHILOSOPHY OF THE SOCIAL SCIENCES,348,0.369,0.000420
10817,SCIENTIST,223,0.369,0.000530
10817,SCIENTIST,223,0.369,0.000530
10817,SOUTH ATLANTIC QUARTERLY,423,0.369,0.001350
10821,COMMUNICATIONS IN ALGEBRA,"3,074",0.368,0.009610
10821,LATIN AMERICAN RESEARCH REVIEW,571,0.368,0.001930
10823,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,409,0.367,0.000190
10823,Archives of Biological Sciences,681,0.367,0.001620
10823,KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY,216,0.367,0.000310
10823,PMM JOURNAL OF APPLIED MATHEMATICS AND MECHANICS,"1,455",0.367,0.001270
10823,PRZEMYSL CHEMICZNY,772,0.367,0.000770
10823,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,"1,066",0.367,0.002850
10829,ANNALS OF SCIENCE,264,0.366,0.000690
10829,ANNALS OF SCIENCE,264,0.366,0.000690
10829,Gedrag & Organisatie,105,0.366,0.000090
10829,International Journal of Diabetes in Developing Countries,269,0.366,0.000200
10829,Journal of Nano Research,254,0.366,0.000470
10829,Mathematica Slovaca,419,0.366,0.001120
10829,POLITICAL SCIENCE QUARTERLY,759,0.366,0.000560
10829,SMITH COLLEGE STUDIES IN SOCIAL WORK,117,0.366,0.000180
10829,SOCIAL BEHAVIOR AND PERSONALITY,"1,368",0.366,0.001720
10838,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,233,0.365,0.000220
10838,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,318,0.365,0.000390
10838,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,478,0.365,0.003810
10838,KOVOVE MATERIALY-METALLIC MATERIALS,224,0.365,0.000340
10838,KSII Transactions on Internet and Information Systems,360,0.365,0.000960
10838,Kyushu Journal of Mathematics,130,0.365,0.000590
10838,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,241,0.365,0.000340
10838,Review of Keynesian Economics,28,0.365,0.000080
10838,Thermophysics and Aeromechanics,219,0.365,0.000750
10838,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,160,0.365,0.000410
10848,AI COMMUNICATIONS,308,0.364,0.000790
10848,CHEMICAL ENGINEERING PROGRESS,"1,639",0.364,0.000430
10848,Review of Cognitive Linguistics,40,0.364,0.000320
10848,Revue Internationale de Psychologie Sociale-International Review of Social Psychology,133,0.364,0.000170
10848,Revue d Histoire des Mathematiques,40,0.364,0.000330
10853,Cold War History,131,0.362,0.001090
10853,Computational Methods and Function Theory,219,0.362,0.001150
10853,Glass Technology-European Journal of Glass Science and Technology Part A,346,0.362,0.000250
10853,SIBERIAN MATHEMATICAL JOURNAL,"1,174",0.362,0.002890
10857,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,222,0.361,0.000540
10857,Journal of Agrometeorology,146,0.361,0.000220
10859,ORIENTAL INSECTS,278,0.360,0.000210
10859,STOCHASTIC MODELS,400,0.360,0.001250
10861,Clinical Case Studies,158,0.359,0.000290
10861,EUROPEAN JOURNAL OF MIGRATION AND LAW,147,0.359,0.000470
10861,Empirica,211,0.359,0.000370
10861,International Journal of Developmental Disabilities,35,0.359,0.000080
10861,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,224,0.359,0.000280
10861,Journal of Quantitative Linguistics,143,0.359,0.000130
10861,KEW BULLETIN,"1,069",0.359,0.000590
10861,KGK-Kautschuk Gummi Kunststoffe,416,0.359,0.000240
10861,TOHOKU MATHEMATICAL JOURNAL,918,0.359,0.001940
10870,BIOLOGY BULLETIN,413,0.358,0.000810
10870,JOURNAL OF COSMETIC SCIENCE,414,0.358,0.000320
10870,Postepy w Kardiologii Interwencyjnej,76,0.358,0.000250
10870,RAIRO-OPERATIONS RESEARCH,206,0.358,0.000400
10870,Turk Psikiyatri Dergisi,491,0.358,0.000390
10875,ASIAN SURVEY,732,0.357,0.001110
10875,AUSTRALIAN ECONOMIC HISTORY REVIEW,125,0.357,0.000430
10875,Asian and Pacific Migration Journal,156,0.357,0.000200
10875,FOOD SCIENCE AND TECHNOLOGY RESEARCH,790,0.357,0.001000
10875,ISOKINETICS AND EXERCISE SCIENCE,344,0.357,0.000590
10880,ACSMS HEALTH & FITNESS JOURNAL,86,0.356,0.000190
10880,Families Relationships and Societies,47,0.356,0.000310
10880,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,513,0.356,0.001660
10880,Journal of International Trade & Economic Development,208,0.356,0.000540
10880,Revista Brasileira de Ornitologia,198,0.356,0.000340
10885,English in Education,46,0.355,0.000070
10885,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,399,0.355,0.001150
10885,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,399,0.355,0.001150
10885,INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,252,0.355,0.000400
10885,MAIN GROUP CHEMISTRY,169,0.355,0.000160
10885,Vojnosanitetski Pregled,442,0.355,0.000850
10885,ZUCHTUNGSKUNDE,135,0.355,0.000180
10892,Asia-Pacific Journal of Financial Studies,82,0.354,0.000220
10892,China Foundry,186,0.354,0.000310
10892,Culture and Organization,169,0.354,0.000430
10892,Iranian Studies,179,0.354,0.000430
10892,JBR-BTR,272,0.354,0.000490
10897,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,475,0.353,0.000300
10897,Cambridge Law Journal,188,0.353,0.000380
10897,ENTOMOLOGICA FENNICA,224,0.353,0.000370
10897,HISTORICAL METHODS,168,0.353,0.000450
10897,INSTRUMENTS AND EXPERIMENTAL TECHNIQUES,816,0.353,0.001160
10897,INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,312,0.353,0.000260
10897,Icelandic Agricultural Sciences,73,0.353,0.000120
10897,Indian Journal of Surgery,443,0.353,0.001050
10897,Journal of the Korean Statistical Society,199,0.353,0.001300
10897,Scientia Forestalis,363,0.353,0.000670
10907,Social Semiotics,268,0.352,0.000490
10907,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,854,0.352,0.000790
10909,Acta Botanica Mexicana,291,0.351,0.000330
10909,INTELLIGENT AUTOMATION AND SOFT COMPUTING,186,0.351,0.000370
10909,JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,395,0.351,0.000180
10909,SOCIAL RESEARCH,918,0.351,0.000800
10913,Annales Polonici Mathematici,452,0.350,0.001210
10913,ECOTROPICA,171,0.350,0.000170
10913,Estudios de Economia,50,0.350,0.000140
10913,HIMALAYAN GEOLOGY,210,0.350,0.000150
10913,JOURNAL OF MINING SCIENCE,448,0.350,0.000740
10913,Recht & Psychiatrie,55,0.350,0.000050
10913,Recht & Psychiatrie,55,0.350,0.000050
10913,Sains Malaysiana,574,0.350,0.001360
10913,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,95,0.350,0.000090
10922,AMERICAN MATHEMATICAL MONTHLY,"2,870",0.349,0.002100
10922,Discussiones Mathematicae Graph Theory,244,0.349,0.001450
10922,HIGH TEMPERATURE MATERIALS AND PROCESSES,217,0.349,0.000450
10922,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,166,0.349,0.000230
10922,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,166,0.349,0.000230
10922,PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT,128,0.349,0.000150
10922,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,708,0.349,0.000910
10922,TECHNOLOGY AND CULTURE,442,0.349,0.000540
10922,TECHNOLOGY AND CULTURE,442,0.349,0.000540
10931,Hong Kong Journal of Occupational Therapy,50,0.348,0.000130
10931,JOURNAL OF POST KEYNESIAN ECONOMICS,404,0.348,0.000560
10931,MATERIALS EVALUATION,420,0.348,0.000450
10931,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,169,0.348,0.000340
10931,REFERENCE & USER SERVICES QUARTERLY,200,0.348,0.000480
10931,Romanian Journal of Economic Forecasting,123,0.348,0.000120
10937,INTERDISCIPLINARY SCIENCE REVIEWS,193,0.347,0.000210
10937,INTERDISCIPLINARY SCIENCE REVIEWS,193,0.347,0.000210
10937,RUSSIAN JOURNAL OF HERPETOLOGY,224,0.347,0.000330
10937,TROPICAL DOCTOR,721,0.347,0.001140
10941,Advanced Steel Construction,105,0.346,0.000440
10941,BALTIC ASTRONOMY,310,0.346,0.000620
10941,BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,572,0.346,0.000350
10941,COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS,74,0.346,0.000130
10941,Innovation-The European Journal of Social Science Research,237,0.346,0.000350
10941,Seminars in Orthodontics,393,0.346,0.000430
10941,Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics,33,0.346,0.000040
10941,Zeitschrift fur Sportpsychologie,48,0.346,0.000030
10949,Boletin de la Asociacion de Geografos Espanoles,218,0.345,0.000460
10949,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,193,0.345,0.000340
10951,ALGEBRA UNIVERSALIS,478,0.344,0.000870
10951,DIFFERENTIAL EQUATIONS,"1,841",0.344,0.002530
10951,Geofisica Internacional,405,0.344,0.000220
10951,IEICE Electronics Express,711,0.344,0.001710
10951,IEICE TRANSACTIONS ON ELECTRONICS,800,0.344,0.001640
10951,MATHEMATICAL SOCIAL SCIENCES,704,0.344,0.001730
10951,MATHEMATICAL SOCIAL SCIENCES,704,0.344,0.001730
10951,Revista de la Union Matematica Argentina,90,0.344,0.000640
10959,HEART SURGERY FORUM,428,0.343,0.000840
10959,International Journal of Micro Air Vehicles,71,0.343,0.000310
10959,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,974,0.343,0.002020
10959,Kinematics and Physics of Celestial Bodies,197,0.343,0.000210
10959,NAUTILUS,363,0.343,0.000180
10959,Revista Internacional de Contaminacion Ambiental,154,0.343,0.000260
10965,COMPUTATIONAL COMPLEXITY,549,0.342,0.001080
10965,JOURNAL OF SOCIAL HISTORY,544,0.342,0.001500
10965,Oral History Review,93,0.342,0.000070
10968,Global Economic Review,83,0.341,0.000150
10968,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,366,0.341,0.000570
10968,MONATSSCHRIFT KINDERHEILKUNDE,436,0.341,0.000290
10968,Studies in Continuing Education,286,0.341,0.000330
10972,Cytology and Genetics,193,0.340,0.000300
10972,Journal of Behavioral and Experimental Economics,27,0.340,0.000100
10972,Revista Brasileira de Fruticultura,"1,093",0.340,0.001690
10975,Journal of Forensic Nursing,181,0.339,0.000530
10975,Journal of Forensic Nursing,181,0.339,0.000530
10975,LIBRI,192,0.339,0.000270
10975,PFERDEHEILKUNDE,341,0.339,0.000400
10979,JOURNAL OF ASIAN STUDIES,605,0.338,0.001030
10980,INTERNIST,311,0.336,0.000440
10981,Miskolc Mathematical Notes,105,0.335,0.000560
10981,PESQUISA VETERINARIA BRASILEIRA,860,0.335,0.001840
10981,REFRACTORIES AND INDUSTRIAL CERAMICS,301,0.335,0.000330
10984,ACTA ALIMENTARIA,343,0.333,0.000440
10984,ARCHIVE FOR HISTORY OF EXACT SCIENCES,258,0.333,0.000480
10984,ARCHIVE FOR HISTORY OF EXACT SCIENCES,258,0.333,0.000480
10984,ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,47,0.333,0.000160
10984,COLLOQUIUM MATHEMATICUM,874,0.333,0.003170
10984,ELECTROMAGNETICS,341,0.333,0.000580
10984,Electronic Research Announcements in Mathematical Sciences,120,0.333,0.000550
10984,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,397,0.333,0.000870
10984,ISSUES IN LAW & MEDICINE,40,0.333,0.000040
10984,JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,199,0.333,0.000150
10984,JOURNAL OF CONTEMPORARY HISTORY,427,0.333,0.000920
10984,Journal of African Cultural Studies,83,0.333,0.000130
10984,Journal of Earthquake and Tsunami,127,0.333,0.000400
10984,Journal of Germanic Linguistics,48,0.333,0.000150
10984,Journal of the Ramanujan Mathematical Society,175,0.333,0.000810
10984,LABOUR-LE TRAVAIL,309,0.333,0.000570
10984,Philippine Journal of Crop Science,104,0.333,0.000090
10984,Review of Central and East European Law,43,0.333,0.000120
10984,SAMPE JOURNAL,166,0.333,0.000120
10984,SOCIOLOGIE DU TRAVAIL,200,0.333,0.000270
10984,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,331,0.333,0.000700
10984,Social Science Japan Journal,69,0.333,0.000090
10984,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,202,0.333,0.000460
10984,Zeitschrift fur Sprachwissenschaft,80,0.333,0.000090
11008,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,709,0.331,0.000880
11008,Journal of Advanced Mechanical Design Systems and Manufacturing,244,0.331,0.000650
11008,UROLOGE,569,0.331,0.000630
11011,CHEMICAL & ENGINEERING NEWS,"1,126",0.330,0.001880
11011,JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,578,0.330,0.000410
11011,OSAKA JOURNAL OF MATHEMATICS,825,0.330,0.001820
11014,JOURNAL OF ASTROPHYSICS AND ASTRONOMY,281,0.329,0.000480
11014,Latin American Journal of Pharmacy,571,0.329,0.000790
11014,Maejo International Journal of Science and Technology,163,0.329,0.000340
11017,LITHOLOGY AND MINERAL RESOURCES,310,0.328,0.000400
11018,Asia Europe Journal,89,0.327,0.000270
11018,HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,229,0.327,0.000320
11020,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,204,0.326,0.000230
11020,Bulletin of the Lebedev Physics Institute,155,0.326,0.000300
11020,ERNAHRUNGS UMSCHAU,125,0.326,0.000080
11020,JOURNAL OF BALTIC STUDIES,116,0.326,0.000260
11020,Journal of the Hellenic Veterinary Medical Society,48,0.326,0.000170
11025,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,342,0.325,0.000340
11025,ESTUDIOS GEOLOGICOS-MADRID,342,0.325,0.000330
11025,Hokkaido Mathematical Journal,280,0.325,0.000380
11025,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,246,0.325,0.000930
11025,Turkish Journal Of Medical Sciences,596,0.325,0.000910
11030,ENTOMOLOGICAL NEWS,611,0.324,0.000330
11030,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,466,0.324,0.000800
11030,Rechtsmedizin,205,0.324,0.000260
11033,Exceptionality,275,0.323,0.000490
11033,SOCIETY & ANIMALS,430,0.323,0.000490
11033,SOCIETY & ANIMALS,430,0.323,0.000490
11033,STUDIES IN CONSERVATION,827,0.323,0.000490
11037,Australian and New Zealand Journal of Family Therapy,177,0.322,0.000340
11037,International Journal of Radiation Research,35,0.322,0.000110
11037,Tydskrif Vir Geesteswetenskappe,73,0.322,0.000090
11040,BOIS ET FORETS DES TROPIQUES,183,0.321,0.000160
11040,SCIENCE IN CONTEXT,251,0.321,0.000440
11040,SCIENCE IN CONTEXT,251,0.321,0.000440
11040,VETERINARSKI ARHIV,355,0.321,0.000550
11044,JOURNAL OF CERAMIC PROCESSING RESEARCH,742,0.320,0.001460
11044,Journal of Mathematics and Music,36,0.320,0.000140
11046,CHINESE JOURNAL OF ELECTRONICS,337,0.319,0.000570
11046,Drvna Industrija,95,0.319,0.000140
11046,Notfall & Rettungsmedizin,255,0.319,0.000250
11046,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,254,0.319,0.000460
11046,REVUE DE MEDECINE VETERINAIRE,637,0.319,0.000620
11051,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,211,0.318,0.000380
11051,Journal of Economic Policy Reform,82,0.318,0.000220
11051,Language and Literature,164,0.318,0.000200
11051,Revista Fitotecnia Mexicana,253,0.318,0.000330
11055,AGROCHIMICA,180,0.317,0.000170
11055,CORNELL INTERNATIONAL LAW JOURNAL,184,0.317,0.000350
11055,Economic Computation and Economic Cybernetics Studies and Research,111,0.317,0.000190
11055,Economic Computation and Economic Cybernetics Studies and Research,111,0.317,0.000190
11055,International Journal of Music Education,213,0.317,0.000230
11055,LISTY CUKROVARNICKE A REPARSKE,112,0.317,0.000100
11055,Transactions of FAMENA,64,0.317,0.000150
11062,AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,167,0.316,0.000260
11062,Ethics & Global Politics,56,0.316,0.000160
11062,Historical Materialism-Research in Critical Marxist Theory,221,0.316,0.000380
11062,Indian Journal of Geo-Marine Sciences,171,0.316,0.000680
11062,Interpreter and Translator Trainer,76,0.316,0.000130
11062,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,432,0.316,0.000370
11062,Journal of French Language Studies,93,0.316,0.000240
11062,Mathematical Communications,163,0.316,0.000800
11062,Romani Studies,36,0.316,0.000090
11062,Southeast European and Black Sea Studies,96,0.316,0.000220
11072,ACTA SCIENTIARUM-TECHNOLOGY,164,0.315,0.000410
11072,Ecquid Novi-African Journalism Studies,87,0.315,0.000190
11072,Probability and Mathematical Statistics-Poland,193,0.315,0.000870
11075,Journal of Balkan and Near Eastern Studies,58,0.314,0.000270
11075,Journal of Behavioral FInance,162,0.314,0.000350
11075,Lithuanian Mathematical Journal,182,0.314,0.000750
11075,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,204,0.314,0.000340
11079,Education as Change,89,0.313,0.000190
11079,Journal of Essential Oil Bearing Plants,454,0.313,0.000640
11079,NOISE CONTROL ENGINEERING JOURNAL,337,0.313,0.000830
11079,PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN,283,0.313,0.000420
11083,Brodogradnja,42,0.312,0.000150
11083,European Journal of the History of Economic Thought,165,0.312,0.000950
11083,Progress in Nutrition,61,0.312,0.000070
11083,Psychoanalysis and History,27,0.312,0.000030
11083,Review of Economic Design,122,0.312,0.000670
11088,ANNALS OF SAUDI MEDICINE,"1,006",0.311,0.001710
11088,Automatika,105,0.311,0.000400
11088,Bautechnik,222,0.311,0.001120
11088,FAMILY LAW QUARTERLY,167,0.311,0.000090
11088,FinanzArchiv,146,0.311,0.000470
11088,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,330,0.311,0.000600
11088,RAE-Revista de Administracao de Empresas,224,0.311,0.000150
11095,ACTA ZOOLOGICA BULGARICA,287,0.310,0.000570
11095,Differences-A Journal of Feminist Cultural Studies,262,0.310,0.000570
11095,Interventions-International Journal of Postcolonial Studies,148,0.310,0.000470
11095,Kuwait Journal of Science,21,0.310,0.000050
11095,Water Resources,550,0.310,0.000700
11100,Central European Journal of Immunology,173,0.309,0.000310
11100,Iranian Journal of Biotechnology,200,0.309,0.000340
11100,JOURNAL OF COMPARATIVE FAMILY STUDIES,528,0.309,0.000600
11103,Asian Economic Journal,176,0.308,0.000260
11103,COMMUNIST AND POST-COMMUNIST STUDIES,249,0.308,0.000690
11103,Genetika-Belgrade,199,0.308,0.000360
11103,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,397,0.308,0.000540
11103,SPE DRILLING & COMPLETION,487,0.308,0.000710
11108,ARCHIVOS ESPANOLES DE UROLOGIA,494,0.307,0.000650
11108,IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,293,0.307,0.000350
11108,Pacific Journal of Optimization,297,0.307,0.002070
11108,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,"1,691",0.307,0.001760
11112,Cultura y Educacion,226,0.306,0.000160
11112,Gesunde Pflanzen,100,0.306,0.000120
11112,Journal of World Energy Law & Business,58,0.306,0.000200
11112,Mausam,276,0.306,0.000270
11116,AGROCIENCIA,480,0.305,0.000570
11116,TIERARZTLICHE PRAXIS,475,0.305,0.000610
11118,Acta Medica Portuguesa,357,0.304,0.000670
11119,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,289,0.303,0.000260
11119,JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,300,0.303,0.000220
11119,Journal of East Asian Studies,123,0.303,0.000510
11119,Journal of Global Information Management,236,0.303,0.000140
11123,Australian Journal of Advanced Nursing,433,0.302,0.000410
11123,Australian Journal of Advanced Nursing,433,0.302,0.000410
11123,CRITICAL REVIEW,213,0.302,0.000500
11123,Dyna,88,0.302,0.000170
11123,Earth Sciences Research Journal,56,0.302,0.000130
11123,Ensenanza de Las Ciencias,258,0.302,0.000130
11123,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,112,0.302,0.000150
11123,Journal of Aerospace Information Systems,34,0.302,0.000190
11123,Politikon,109,0.302,0.000220
11123,RETHINKING HISTORY,156,0.302,0.000380
11133,BANGLADESH JOURNAL OF BOTANY,160,0.301,0.000220
11133,Journal of Managed Care & Specialty Pharmacy,70,0.301,0.000050
11133,Laeknabladid,125,0.301,0.000170
11136,BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,226,0.300,0.001800
11136,CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,201,0.300,0.000270
11136,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,"2,501",0.300,0.005540
11136,IEICE TRANSACTIONS ON COMMUNICATIONS,"1,148",0.300,0.002420
11136,TRAVAIL HUMAIN,152,0.300,0.000130
11136,TRAVAIL HUMAIN,152,0.300,0.000130
11136,Theoretical Biology Forum,17,0.300,0.000140
11143,INTERNATIONAL JOURNAL OF MORPHOLOGY,671,0.299,0.000990
11143,OIL GAS-EUROPEAN MAGAZINE,116,0.299,0.000220
11143,Structural Engineering International,373,0.299,0.000750
11146,BRITISH JOURNAL OF HOSPITAL MEDICINE,510,0.298,0.000890
11146,Bulletin of Latin American Research,202,0.298,0.000470
11146,Journal of Marine Science and Technology-Taiwan,371,0.298,0.001000
11146,Pflege,102,0.298,0.000130
11146,Pflege,102,0.298,0.000130
11151,Advances in Difference Equations,626,0.297,0.002390
11151,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,188,0.297,0.000260
11151,Bulletin of the Korean Mathematical Society,493,0.297,0.002100
11151,Pragmatics and Society,50,0.297,0.000520
11155,European Poultry Science,29,0.296,0.000080
11155,REVISTA ARVORE,"1,218",0.296,0.001350
