JournalTitle,MedAbbr,NlmId,ImpactFactor
Seminars in thrombosis and hemostasis,Semin Thromb Hemost,0431155,3.505
"Methods (San Diego, Calif.)",Methods,9426302,3.503
Geobiology,Geobiology,101185472,3.5
Environmental microbiology reports,Environ Microbiol Rep,101499207,3.5
Skeletal muscle,Skelet Muscle,101561193,3.5
Hematological oncology,Hematol Oncol,8307268,3.494
Journal of general internal medicine,J Gen Intern Med,8605834,3.494
Journal of autism and developmental disorders,J Autism Dev Disord,7904301,3.493
Journal of neural engineering,J Neural Eng,101217933,3.493
Pediatric diabetes,Pediatr Diabetes,100939345,3.488
Clinical endocrinology,Clin Endocrinol (Oxf),0346653,3.487
European polymer journal,Eur Polym J,9876024,3.485
Expert opinion on drug discovery,Expert Opin Drug Discov,101295755,3.484
Chemical geology,Chem Geol,100971315,3.482
Clinical proteomics,Clin Proteomics,101184586,3.476
Clinical and translational gastroenterology,Clin Transl Gastroenterol,101532142,3.472
Biology of reproduction,Biol Reprod,0207224,3.471
Organic electronics,Org Electron,101588591,3.471
Research policy,Res Policy,0333524,3.47
Computer methods in applied mechanics and engineering,Comput Methods Appl Mech Eng,101511523,3.467
Expert review of proteomics,Expert Rev Proteomics,101223548,3.465
Clinical oral implants research,Clin Oral Implants Res,9105713,3.464
Journal of the European Economic Association,J Eur Econ Assoc,101213247,3.461
Atmospheric environment,Atmos Environ,0100776,3.459
Regional anesthesia and pain medicine,Reg Anesth Pain Med,9804508,3.459
Current medicinal chemistry,Curr Med Chem,9440157,3.455
Journal of vascular surgery,J Vasc Surg,8407742,3.454
Plant methods,Plant Methods,101245798,3.449
Industrial crops and products,Ind Crops Prod,101514040,3.449
Journal of cellular biochemistry,J Cell Biochem,8205768,3.446
International journal of food microbiology,Int J Food Microbiol,8412849,3.445
Journal of neurosurgery,J Neurosurg,0253357,3.443
Annalen der Physik,Ann Phys,14940290R,3.443
Journal of biomolecular NMR,J Biomol NMR,9110829,3.439
Neurobiology of learning and memory,Neurobiol Learn Mem,9508166,3.439
Expert opinion on biological therapy,Expert Opin Biol Ther,101125414,3.438
Paleoceanography,Paleoceanography,100955514,3.433
Science and technology of advanced materials,Sci Technol Adv Mater,101614420,3.433
Journal of neuropathology and experimental neurology,J Neuropathol Exp Neurol,2985192R,3.432
Journal of enzyme inhibition and medicinal chemistry,J Enzyme Inhib Med Chem,101150203,3.428
Investigative ophthalmology & visual science,Invest Ophthalmol Vis Sci,7703701,3.427
Cell transplantation,Cell Transplant,9208854,3.427
Neurogenetics,Neurogenetics,9709714,3.426
Discovery medicine,Discov Med,101250006,3.426
Histopathology,Histopathology,7704136,3.425
American journal of cancer research,Am J Cancer Res,101549944,3.425
European journal of soil science,Eur J Soil Sci,101286282,3.425
Journal of oral microbiology,J Oral Microbiol,101551049,3.421
Mediators of inflammation,Mediators Inflamm,9209001,3.418
Advances in insect physiology,Adv In Insect Phys,14630180R,3.417
Vaccine,Vaccine,8406899,3.413
Marine chemistry,Mar Chem,9876280,3.412
Cognition,Cognition,0367541,3.411
Journal of neurology,J Neurol,0423161,3.408
Dementia and geriatric cognitive disorders,Dement Geriatr Cogn Disord,9705200,3.408
Pituitary,Pituitary,9814578,3.407
Pain physician,Pain Physician,100954394,3.407
Biogeochemistry,Biogeochemistry,9880568,3.407
BMC evolutionary biology,BMC Evol Biol,100966975,3.406
Pattern recognition,Pattern Recognit,0250655,3.399
Cement & concrete composites,Cem Concr Compos,101671071,3.399
Frontiers in neuroscience,Front Neurosci,101478481,3.398
Building and environment,Build Environ,101562928,3.394
Frontiers in behavioral neuroscience,Front Behav Neurosci,101477952,3.392
Catalysis communications,Catal Commun,101126473,3.389
Food control,Food Control,9010387,3.388
Current HIV/AIDS reports,Curr HIV/AIDS Rep,101235661,3.387
Neurochemistry international,Neurochem Int,8006959,3.385
Current genetics,Curr Genet,8004904,3.385
Human genomics,Hum Genomics,101202210,3.385
Journal of attention disorders,J Atten Disord,9615686,3.384
Icarus,Icarus,9890634,3.383
Journal of analytical atomic spectrometry,J Anal At Spectrom,8608254,3.379
Essays in biochemistry,Essays Biochem,0043306,3.378
Experimental cell research,Exp Cell Res,0373226,3.378
Atmospheric research,Atmos Res,101154029,3.377
Applied microbiology and biotechnology,Appl Microbiol Biotechnol,8406612,3.376
Molecular immunology,Mol Immunol,7905289,3.375
European psychologist,Eur Psychol,9610306,3.372
Medical education,Med Educ,7605655,3.369
Advanced materials interfaces,Adv Mater Interfaces,101633108,3.365
Information sciences,Inf Sci (Ny),9875661,3.364
Progress in molecular biology and translational science,Prog Mol Biol Transl Sci,101498165,3.364
European journal of preventive cardiology,Eur J Prev Cardiol,101564430,3.361
Journal of school psychology,J Sch Psychol,0050303,3.355
ACS medicinal chemistry letters,ACS Med Chem Lett,101521073,3.355
Experimental gerontology,Exp Gerontol,0047061,3.35
Drug and alcohol dependence,Drug Alcohol Depend,7513587,3.349
Obesity surgery,Obes Surg,9106714,3.346
Marine drugs,Mar Drugs,101213729,3.345
Future medicinal chemistry,Future Med Chem,101511162,3.345
Annual review of virology,Annu Rev Virol,101625721,3.345
Climatic change,Clim Change,101087507,3.344
Biomedical optics express,Biomed Opt Express,101540630,3.344
Systematic entomology,Syst Entomol,9890601,3.343
HIV medicine,HIV Med,100897392,3.341
Hormones and behavior,Horm Behav,0217764,3.34
European child & adolescent psychiatry,Eur Child Adolesc Psychiatry,9212296,3.339
Sleep medicine,Sleep Med,100898759,3.339
Ocean modelling,Ocean Model (Oxf),101701819,3.337
Expert review of molecular diagnostics,Expert Rev Mol Diagn,101120777,3.333
Artificial intelligence,Artif Intell,0262613,3.333
Current opinion in hematology,Curr Opin Hematol,9430802,3.331
Environmental and molecular mutagenesis,Environ Mol Mutagen,8800109,3.326
Knowledge-based systems,Knowl Based Syst,101634338,3.325
Journal of gastroenterology and hepatology,J Gastroenterol Hepatol,8607909,3.322
Journal of geophysical research,J Geophys Res,100971480,3.318
Mindfulness,Mindfulness (N Y),101518348,3.317
ACS combinatorial science,ACS Comb Sci,101540531,3.317
Surgery,Surgery,0417347,3.309
Advances in heterocyclic chemistry,Adv Heterocycl Chem,0370424,3.308
Cell adhesion & migration,Cell Adh Migr,101469464,3.306
Endocrinology and metabolism clinics of North America,Endocrinol Metab Clin North Am,8800104,3.305
Scripta materialia,Scr Mater,101322196,3.305
Communications of the ACM,Commun ACM,58030170R,3.301
Beneficial microbes,Benef Microbes,101507616,3.301
IEEE journal of solid-state circuits,IEEE J Solid-State Circuits,101212687,3.299
Separation and purification technology,Sep Purif Technol,101526757,3.299
International journal of coal geology,Int J Coal Geol,101667207,3.294
Survey of ophthalmology,Surv Ophthalmol,0404551,3.292
Orphanet journal of rare diseases,Orphanet J Rare Dis,101266602,3.29
Journal of physical and chemical reference data,J Phys Chem Ref Data,7603097,3.29
RSC advances,RSC Adv,101581657,3.289
Contrast media & molecular imaging,Contrast Media Mol Imaging,101286760,3.286
Child development perspectives,Child Dev Perspect,101469707,3.284
Glycobiology,Glycobiology,9104124,3.283
Investigational new drugs,Invest New Drugs,8309330,3.281
Nutrition & metabolism,Nutr Metab (Lond),101231644,3.28
Endocrine,Endocrine,9434444,3.279
Behavior therapy,Behav Ther,1251640,3.276
International security,Int Secur,100968236,3.275
Asian journal of organic chemistry,Asian J Org Chem,101594257,3.275
Behavior genetics,Behav Genet,0251711,3.268
BMC cancer,BMC Cancer,100967800,3.265
Nutrition journal,Nutr J,101152213,3.265
Journal of industrial ecology,J Ind Ecol,101604289,3.265
Journal of intensive care medicine,J Intensive Care Med,8610344,3.262
Pharmaceutical research,Pharm Res,8406521,3.26
Frontiers in neuroanatomy,Front Neuroanat,101477943,3.26
Journal of cardiac failure,J Card Fail,9442138,3.259
International journal of molecular sciences,Int J Mol Sci,101092791,3.257
Journal of educational psychology,J Educ Psychol,0135751,3.256
Psycho-oncology,Psychooncology,9214524,3.256
Mycorrhiza,Mycorrhiza,100955036,3.252
Biogerontology,Biogerontology,100930043,3.252
Biomass & bioenergy,Biomass Bioenergy,9885795,3.249
Gene therapy,Gene Ther,9421525,3.242
Genes,Genes (Basel),101551097,3.242
Planta,Planta,1250576,3.239
European journal of nutrition,Eur J Nutr,100888704,3.239
Biology of sex differences,Biol Sex Differ,101548963,3.237
Biological psychology,Biol Psychol,0375566,3.234
Physics today,Phys Today,19630090R,3.234
Parasites & vectors,Parasit Vectors,101462774,3.234
Current opinion in nephrology and hypertension,Curr Opin Nephrol Hypertens,9303753,3.232
Microbial ecology,Microb Ecol,7500663,3.232
Archives of disease in childhood,Arch Dis Child,0372434,3.231
Neuroscience,Neuroscience,7605074,3.231
Arthritis care & research,Arthritis Care Res (Hoboken),101518086,3.229
Food & nutrition research,Food Nutr Res,101488795,3.226
Sociological methods & research,Sociol Methods Res,9881379,3.224
Sedimentology,Sedimentology,100971455,3.216
Perspectives on sexual and reproductive health,Perspect Sex Reprod Health,101140654,3.214
Journal of labor economics,J Labor Econ,101084446,3.214
Platelets,Platelets,9208117,3.213
International organization,Int Organ,9875518,3.213
Clinical oncology,Clin Oncol,7511426,3.212
Drug safety,Drug Saf,9002928,3.206
Journal of inorganic biochemistry,J Inorg Biochem,7905788,3.205
International journal of hydrogen energy,Int J Hydrogen Energy,100971333,3.205
Journal of reproductive immunology,J Reprod Immunol,8001906,3.202
Virology,Virology,0110674,3.2
Journal of computer-aided molecular design,J Comput Aided Mol Des,8710425,3.199
New biotechnology,N Biotechnol,101465345,3.199
Journal of food engineering,J Food Eng,9883952,3.199
Reviews in the neurosciences,Rev Neurosci,8711016,3.198
Journal of bacteriology,J Bacteriol,2985120R,3.198
Journal of cardiovascular translational research,J Cardiovasc Transl Res,101468585,3.197
Targeted oncology,Target Oncol,101270595,3.197
Amino acids,Amino Acids,9200312,3.196
Purinergic signalling,Purinergic Signal,101250499,3.196
"Cellulose (London, England)",Cellulose (Lond),101215688,3.195
Journal of health and social behavior,J Health Soc Behav,0103130,3.19
Ecological indicators,Ecol Indic,101174880,3.19
IEEE transactions on smart grid,IEEE Trans Smart Grid,101587977,3.19
Cardiovascular drugs and therapy,Cardiovasc Drugs Ther,8712220,3.189
"Reproduction (Cambridge, England)",Reproduction,100966036,3.184
Frontiers in neurology,Front Neurol,101546899,3.184
Cancer cytopathology,Cancer Cytopathol,101499453,3.183
American journal of hypertension,Am J Hypertens,8803676,3.182
EvoDevo,Evodevo,101525836,3.177
Journal of neuroendocrinology,J Neuroendocrinol,8913461,3.172
Autism : the international journal of research and practice,Autism,9713494,3.17
Animal behaviour,Anim Behav,0376746,3.169
Journal of pharmaceutical and biomedical analysis,J Pharm Biomed Anal,8309336,3.169
The Gerontologist,Gerontologist,0375327,3.168
Hormones & cancer,Horm Cancer,101518427,3.167
Acta pharmacologica Sinica,Acta Pharmacol Sin,100956087,3.166
International journal of engineering science,Int J Eng Sci,101511023,3.165
Journal of clinical gastroenterology,J Clin Gastroenterol,7910017,3.163
Developmental biology,Dev Biol,0372762,3.155
Journal of surgical oncology,J Surg Oncol,0222643,3.151
Journal of chemical ecology,J Chem Ecol,7505563,3.151
Applied surface science,Appl Surf Sci,101307063,3.15
Journal of counseling psychology,J Couns Psychol,2985124R,3.149
Clinical and experimental immunology,Clin Exp Immunol,0057202,3.148
Optics express,Opt Express,101137103,3.148
Clinical child and family psychology review,Clin Child Fam Psychol Rev,9807947,3.146
American journal of translational research,Am J Transl Res,101493030,3.146
Journal of hepato-biliary-pancreatic sciences,J Hepatobiliary Pancreat Sci,101528587,3.146
Current Alzheimer research,Curr Alzheimer Res,101208441,3.145
Journal of mammary gland biology and neoplasia,J Mammary Gland Biol Neoplasia,9601804,3.143
Journal of systematic palaeontology,J Syst Palaeontol,101671673,3.143
Applied physics letters,Appl Phys Lett,9881183,3.142
Quaternary geochronology,Quat Geochronol,101510871,3.142
Journal of cancer research and clinical oncology,J Cancer Res Clin Oncol,7902060,3.141
Neurotoxicity research,Neurotox Res,100929017,3.14
Tourism management,Tour Manag,101670512,3.14
International journal of biological macromolecules,Int J Biol Macromol,7909578,3.138
Chemphyschem : a European journal of chemical physics and physical chemistry,Chemphyschem,100954211,3.138
Journal of environmental management,J Environ Manage,0401664,3.131
Ecotoxicology and environmental safety,Ecotoxicol Environ Saf,7805381,3.13
IEEE journal of emerging and selected topics in power electronics,IEEE J Emerg Sel Top Power Electron,101658536,3.129
Neurourology and urodynamics,Neurourol Urodyn,8303326,3.128
Clinical orthopaedics and related research,Clin Orthop Relat Res,0075674,3.127
Current allergy and asthma reports,Curr Allergy Asthma Rep,101096440,3.127
Appetite,Appetite,8006808,3.125
World politics,World Polit,100970257,3.125
Analytical and bioanalytical chemistry,Anal Bioanal Chem,101134327,3.125
Briefings in functional genomics,Brief Funct Genomics,101528229,3.124
Journal of cell communication and signaling,J Cell Commun Signal,101308338,3.123
Maturitas,Maturitas,7807333,3.12
British journal of political science,Br J Polit Sci,100966626,3.12
Polymer degradation and stability,Polym Degrad Stab,101248930,3.12
Intelligence,Intelligence,7707496,3.118
Developmental psychology,Dev Psychol,0260564,3.116
Annals of mathematics,Ann Math,101581697,3.116
Current hypertension reports,Curr Hypertens Rep,100888982,3.112
Journal of dentistry,J Dent,0354422,3.109
Journal of pest science,J Pest Sci (2004),101312656,3.103
Marine pollution bulletin,Mar Pollut Bull,0260231,3.099
Journal of cardiovascular electrophysiology,J Cardiovasc Electrophysiol,9010756,3.097
Basic & clinical pharmacology & toxicology,Basic Clin Pharmacol Toxicol,101208422,3.097
Gerontology,Gerontology,7601655,3.096
Journal of clinical immunology,J Clin Immunol,8102137,3.094
Leukemia & lymphoma,Leuk Lymphoma,9007422,3.093
Journal of sleep research,J Sleep Res,9214441,3.093
Molecular genetics and metabolism,Mol Genet Metab,9805456,3.093
California law review,Calif Law Rev,100883491,3.091
Clinical colorectal cancer,Clin Colorectal Cancer,101120693,3.09
Environmental research,Environ Res,0147621,3.088
Plant cell reports,Plant Cell Rep,9880970,3.088
Plastic and reconstructive surgery,Plast Reconstr Surg,1306050,3.087
Cell proliferation,Cell Prolif,9105195,3.084
American journal of clinical dermatology,Am J Clin Dermatol,100895290,3.084
Current issues in molecular biology,Curr Issues Mol Biol,100931761,3.083
Clinical breast cancer,Clin Breast Cancer,100898731,3.082
"Emotion (Washington, D.C.)",Emotion,101125678,3.082
Medical care,Med Care,0230027,3.081
Psychonomic bulletin & review,Psychon Bull Rev,9502924,3.08
Current opinion in pulmonary medicine,Curr Opin Pulm Med,9503765,3.079
Malaria journal,Malar J,101139802,3.079
"Respirology (Carlton, Vic.)",Respirology,9616368,3.078
Translational oncology,Transl Oncol,101472619,3.077
Trends in cardiovascular medicine,Trends Cardiovasc Med,9108337,3.075
Acta diabetologica,Acta Diabetol,9200299,3.074
Psychophysiology,Psychophysiology,0142657,3.074
Molecular pain,Mol Pain,101242662,3.07
Biology and fertility of soils,Biol Fertil Soils,101159382,3.069
European journal of organic chemistry,European J Org Chem,9805750,3.068
Cornell law review,Cornell Law Rev,7703647,3.066
AIDS and behavior,AIDS Behav,9712133,3.063
Molecular oral microbiology,Mol Oral Microbiol,101524770,3.061
BMC medical research methodology,BMC Med Res Methodol,100968545,3.059
PloS one,PLoS One,101285081,3.057
Journal of ethnopharmacology,J Ethnopharmacol,7903310,3.055
Calcified tissue international,Calcif Tissue Int,7905481,3.052
Current pharmaceutical design,Curr Pharm Des,9602487,3.052
Journal of research in science teaching,J Res Sci Teach,101665844,3.052
Biochemia medica,Biochem Med (Zagreb),9610305,3.051
"Shock (Augusta, Ga.)",Shock,9421564,3.048
Behavior research methods,Behav Res Methods,101244316,3.048
Frontiers in neuroinformatics,Front Neuroinform,101477957,3.047
International journal of chronic obstructive pulmonary disease,Int J Chron Obstruct Pulmon Dis,101273481,3.046
Archives of physical medicine and rehabilitation,Arch Phys Med Rehabil,2985158R,3.045
Diabetes research and clinical practice,Diabetes Res Clin Pract,8508335,3.045
Energy policy,Energy Policy,9876005,3.045
Annual review of statistics and its application,Annu Rev Stat Appl,101622422,3.045
Prenatal diagnosis,Prenat Diagn,8106540,3.043
Journal of hydrology,J Hydrol (Amst),9882987,3.043
Applied thermal engineering,Appl Therm Eng,101635090,3.043
Transfusion,Transfusion,0417360,3.042
Transfusion,Transfusion (Paris),0155412,3.042
Frontiers in zoology,Front Zool,101231669,3.042
International journal of sports physiology and performance,Int J Sports Physiol Perform,101276430,3.042
Journal of aerosol medicine and pulmonary drug delivery,J Aerosol Med Pulm Drug Deliv,101475057,3.041
Optics letters,Opt Lett,7708433,3.04
Brain and language,Brain Lang,7506220,3.038
Neural development,Neural Dev,101286574,3.038
Respiratory medicine,Respir Med,8908438,3.036
Remote sensing,Remote Sens (Basel),101624426,3.036
Diabetes & vascular disease research,Diab Vasc Dis Res,101234011,3.035
Acta ophthalmologica,Acta Ophthalmol (Copenh),0370347,3.032
Biomechanics and modeling in mechanobiology,Biomech Model Mechanobiol,101135325,3.032
Acta ophthalmologica,Acta Ophthalmol,101468102,3.032
International immunology,Int Immunol,8916182,3.031
Parasitology,Parasitology,0401121,3.031
Journal of the American Society for Mass Spectrometry,J Am Soc Mass Spectrom,9010412,3.031
Clinical lung cancer,Clin Lung Cancer,100893225,3.03
Current drug targets,Curr Drug Targets,100960531,3.029
Journal of physical oceanography,J Phys Oceanogr,101526036,3.026
Chemical research in toxicology,Chem Res Toxicol,8807448,3.025
Scandinavian journal of medicine & science in sports,Scand J Med Sci Sports,9111504,3.025
Fish & shellfish immunology,Fish Shellfish Immunol,9505220,3.025
Annals of hematology,Ann Hematol,9107334,3.022
Radiation research,Radiat Res,0401245,3.022
Frontiers of hormone research,Front Horm Res,0320246,3.02
Journal of cataract and refractive surgery,J Cataract Refract Surg,8604171,3.02
International journal of oncology,Int J Oncol,9306042,3.018
Biochimie,Biochimie,1264604,3.017
Clinical chemistry and laboratory medicine,Clin Chem Lab Med,9806306,3.017
Biology direct,Biol Direct,101258412,3.016
Sexually transmitted infections,Sex Transm Infect,9805554,3.015
Journal of the Electrochemical Society,J Electrochem Soc,7505603,3.014
Journal of alloys and compounds,J Alloys Compd,101512115,3.014
Phytopathology,Phytopathology,9427222,3.011
Current atherosclerosis reports,Curr Atheroscler Rep,100897685,3.006
Journal of applied physiology,J Appl Physiol,0376576,3.004
Behavioural brain research,Behav Brain Res,8004872,3.002
Journal of clinical psychopharmacology,J Clin Psychopharmacol,8109496,3
Biofouling,Biofouling,9200331,3
Coral reefs (Online),Coral Reefs,101186431,3
Journal of biological engineering,J Biol Eng,101306640,3
Nonlinear dynamics,Nonlinear Dyn,101492213,3
Experimental eye research,Exp Eye Res,0370707,2.998
Gastroenterology clinics of North America,Gastroenterol Clin North Am,8706257,2.99
Organic geochemistry,Org Geochem,100971475,2.99
Neuropsychologia,Neuropsychologia,0020713,2.989
Atmospheric measurement techniques,Atmos Meas Tech,101622298,2.989
University of Pennsylvania law review,Univ PA Law Rev,100971801,2.987
Journal of organizational behavior,J Organ Behav,8807099,2.986
NMR in biomedicine,NMR Biomed,8915233,2.983
Expert systems with applications,Expert Syst Appl,9884333,2.981
ChemMedChem,ChemMedChem,101259013,2.98
Current rheumatology reports,Curr Rheumatol Rep,100888970,2.976
Energy and buildings,Energy Build,101654533,2.973
Placenta,Placenta,8006349,2.972
Environmental science & policy,Environ Sci Policy,101561733,2.972
Journal of plant physiology,J Plant Physiol,9882059,2.971
Plant and soil,Plant Soil,9882808,2.969
Current opinion in ophthalmology,Curr Opin Ophthalmol,9011108,2.968
Pathology,Pathology,0175411,2.968
Sexually transmitted diseases,Sex Transm Dis,7705941,2.968
EXPRESS polymer letters,Express Polym Lett,101622131,2.965
"Catalysts (Basel, Switzerland)",Catalysts,101695672,2.964
Swarm and evolutionary computation,Swarm Evol Comput,101637472,2.963
Headache,Headache,2985091R,2.961
Current neurology and neuroscience reports,Curr Neurol Neurosci Rep,100931790,2.961
Paleobiology,Paleobiology,9876444,2.959
Journal of neurointerventional surgery,J Neurointerv Surg,101517079,2.959
Paediatric and perinatal epidemiology,Paediatr Perinat Epidemiol,8709766,2.958
Thinking & reasoning,Think Reason,101121516,2.958
Integrative and comparative biology,Integr Comp Biol,101152341,2.957
Journal of diabetes and its complications,J Diabetes Complications,9204583,2.955
Free radical research,Free Radic Res,9423872,2.949
Cell and tissue research,Cell Tissue Res,0417625,2.948
Journal of molecular endocrinology,J Mol Endocrinol,8902617,2.947
Psychology of men & masculinity,Psychol Men Masc,100890582,2.947
"Joint, bone, spine : revue du rhumatisme",Joint Bone Spine,100938016,2.946
Eukaryotic cell,Eukaryot Cell,101130731,2.946
Clinics in liver disease,Clin Liver Dis,9710002,2.944
Polymers,Polymers (Basel),101545357,2.944
Cytokine,Cytokine,9005353,2.94
Phytomedicine : international journal of phytotherapy and phytopharmacology,Phytomedicine,9438794,2.937
Long range planning,Long Range Plann,9878044,2.936
European journal of clinical nutrition,Eur J Clin Nutr,8804070,2.935
Journal of biomedical science,J Biomed Sci,9421567,2.935
PPAR research,PPAR Res,101269101,2.935
Immunologic research,Immunol Res,8611087,2.934
Freshwater biology,Freshw Biol,100940627,2.933
Journal of the European Ceramic Society,J Eur Ceram Soc,101575290,2.933
United European gastroenterology journal,United European Gastroenterol J,101606807,2.933
Angiology,Angiology,0203706,2.931
Pulmonary pharmacology & therapeutics,Pulm Pharmacol Ther,9715279,2.93
Veterinary research,Vet Res,9309551,2.928
Field crops research,Field Crops Res,101147219,2.927
Clinical therapeutics,Clin Ther,7706726,2.925
American educational research journal,Am Educ Res J,9879361,2.924
Bioorganic & medicinal chemistry,Bioorg Med Chem,9413298,2.923
Environmental impact assessment review,Environ Impact Assess Rev,8100354,2.922
Organic process research & development,Org Process Res Dev,9890443,2.922
British medical bulletin,Br Med Bull,0376542,2.921
Cancer biology & therapy,Cancer Biol Ther,101137842,2.921
Advances in anatomic pathology,Adv Anat Pathol,9435676,2.919
Environmental chemistry letters,Environ Chem Lett,101220458,2.918
Autoimmunity,Autoimmunity,8900070,2.917
Antiviral therapy,Antivir Ther,9815705,2.916
Journal of rheology,J Rheol (N Y N Y),9884286,2.916
Cancer medicine,Cancer Med,101595310,2.915
Journal of clinical pathology,J Clin Pathol,0376601,2.912
Current molecular medicine,Curr Mol Med,101093076,2.912
Organogenesis,Organogenesis,101253266,2.91
Cell calcium,Cell Calcium,8006226,2.909
Kidney & blood pressure research,Kidney Blood Press Res,9610505,2.908
Pharmacoepidemiology and drug safety,Pharmacoepidemiol Drug Saf,9208369,2.908
Taxon,Taxon,100955370,2.907
Prostaglandins & other lipid mediators,Prostaglandins Other Lipid Mediat,9808648,2.905
Journal of endodontics,J Endod,7511484,2.904
Oecologia,Oecologia,0150372,2.902
Chemistry and physics of lipids,Chem Phys Lipids,0067206,2.901
Psychological assessment,Psychol Assess,8915253,2.901
Current topics in medicinal chemistry,Curr Top Med Chem,101119673,2.9
IEEE network,IEEE Netw,100971621,2.899
Developmental neuroscience,Dev Neurosci,7809375,2.898
Protist,Protist,9806488,2.898
Expert opinion on drug safety,Expert Opin Drug Saf,101163027,2.896
British journal of health psychology,Br J Health Psychol,9605409,2.895
Preventive medicine,Prev Med,0322116,2.893
Preventive medicine,Prev Med (Baltim),0023410,2.893
Mechanisms of ageing and development,Mech Ageing Dev,0347227,2.892
Environment and behavior,Environ Behav,0333501,2.892
Bioinspiration & biomimetics,Bioinspir Biomim,101292902,2.891
Current osteoporosis reports,Curr Osteoporos Rep,101176492,2.89
Early intervention in psychiatry,Early Interv Psychiatry,101320027,2.889
Annals of biomedical engineering,Ann Biomed Eng,0361512,2.887
Clinical neuroradiology,Clin Neuroradiol,101526693,2.887
Clinical toxicology,Clin Toxicol,0205535,2.886
Cancer cell international,Cancer Cell Int,101139795,2.884
Computers & education,Comput Educ,101511025,2.881
Computers in human behavior,Comput Human Behav,8510313,2.88
Assessment,Assessment,9431219,2.879
Neuropsychology,Neuropsychology,8904467,2.879
Biochemistry,Biochemistry,0370623,2.876
Journal of the mechanical behavior of biomedical materials,J Mech Behav Biomed Mater,101322406,2.876
Ultramicroscopy,Ultramicroscopy,7513702,2.874
Environmental toxicology,Environ Toxicol,100885357,2.868
Michigan law review,Mich Law Rev,7703728,2.867
"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",BioDrugs,9705305,2.867
Agricultural systems,Agric Syst,100971319,2.867
Insect molecular biology,Insect Mol Biol,9303579,2.866
Health services research,Health Serv Res,0053006,2.865
Neuroinformatics,Neuroinformatics,101142069,2.864
International journal of legal medicine,Int J Legal Med,9101456,2.862
Journal of sex research,J Sex Res,0062647,2.862
Solar physics,Sol Phys,101659554,2.862
Journal of quantitative spectroscopy & radiative transfer,J Quant Spectrosc Radiat Transf,9886008,2.859
Drug testing and analysis,Drug Test Anal,101483449,2.859
Current psychiatry reports,Curr Psychiatry Rep,100888960,2.858
Journal of agricultural and food chemistry,J Agric Food Chem,0374755,2.857
International journal of methods in psychiatric research,Int J Methods Psychiatr Res,9111433,2.857
Pharmacogenetics and genomics,Pharmacogenet Genomics,101231005,2.857
International journal of heat and mass transfer,Int J Heat Mass Transf,101492571,2.857
Applied soft computing,Appl Soft Comput,101536968,2.857
Biological invasions,Biol Invasions,100955490,2.855
Geoderma,Geoderma,101256557,2.855
Clinical and experimental medicine,Clin Exp Med,100973405,2.854
Pediatric pulmonology,Pediatr Pulmonol,8510590,2.85
Seminars in nuclear medicine,Semin Nucl Med,1264464,2.85
Chembiochem : a European journal of chemical biology,Chembiochem,100937360,2.85
Current drug metabolism,Curr Drug Metab,100960533,2.847
Epidemiology and psychiatric sciences,Epidemiol Psychiatr Sci,101561091,2.847
Journal of periodontology,J Periodontol,8000345,2.844
Cell biology and toxicology,Cell Biol Toxicol,8506639,2.842
International endodontic journal,Int Endod J,8004996,2.842
Journal of psychosomatic research,J Psychosom Res,0376333,2.84
"Nutrition (Burbank, Los Angeles County, Calif.)",Nutrition,8802712,2.839
ChemPlusChem,Chempluschem,101580948,2.836
Macromolecular materials and engineering,Macromol Mater Eng,101562806,2.834
Journal of human hypertension,J Hum Hypertens,8811625,2.833
Innate immunity,Innate Immun,101469670,2.83
Molecular bioSystems,Mol Biosyst,101251620,2.829
Journal of neurosurgical anesthesiology,J Neurosurg Anesthesiol,8910749,2.828
ASN neuro,ASN Neuro,101507115,2.828
Forest ecology and management,For Ecol Manage,101132357,2.826
Inventiones mathematicae,Invent Math,101690572,2.825
Journal of biological rhythms,J Biol Rhythms,8700115,2.824
Journal of orofacial pain,J Orofac Pain,9418507,2.824
Cancer chemotherapy and pharmacology,Cancer Chemother Pharmacol,7806519,2.824
Economic geography,Econ Geogr,101095330,2.824
Biology letters,Biol Lett,101247722,2.823
Journal of drug targeting,J Drug Target,9312476,2.821
Operative dentistry,Oper Dent,7605679,2.819
Meteoritics & planetary science,Meteorit Planet Sci,100971529,2.819
Experimental physiology,Exp Physiol,9002940,2.818
Gut pathogens,Gut Pathog,101474263,2.816
Social science & medicine,Soc Sci Med,0121744,2.814
Chinese journal of cancer,Chin J Cancer,101498232,2.814
Bioanalysis,Bioanalysis,101512484,2.813
Nucleic acid therapeutics,Nucleic Acid Ther,101562758,2.813
Journal of immunology research,J Immunol Res,101627166,2.812
American journal of botany,Am J Bot,0370467,2.811
Physics in medicine and biology,Phys Med Biol,0401220,2.811
Pest management science,Pest Manag Sci,100898744,2.811
Plasma sources science & technology,Plasma Sources Sci Technol,101649113,2.808
Archives of biochemistry and biophysics,Arch Biochem Biophys,0372430,2.807
Organizational behavior and human decision processes,Organ Behav Hum Decis Process,8504453,2.805
Chemical biology & drug design,Chem Biol Drug Des,101262549,2.802
Meat science,Meat Sci,101160862,2.801
Demography,Demography,0226703,2.8
